Year,State,Flyway,Zone,American Black Duck,American Coot,American Wigeon,Blue-winged and Cinnamon Teal (not speciated),Brant,Bufflehead,Canada Goose (not speciated),Canvasback,Eider (not speciated),Emperor Goose,Gadwall,Goldeneye (not speciated),Greater White-fronted Goose,Green-winged Teal,Harlequin Duck,Light Geese (not differentiated by color phase),Long-tailed Duck,Mallard,Merganser (not speciated),Mexican-like Duck,Mottled Duck,Northern Pintail,Northern Shoveler,Redhead,Ring-necked Duck,Ruddy Duck,Sandhill Crane,Scaup (not speciated),Scoters,Swan (not differentiated),Unidentified Ducks,Whistling Duck,Wood Duck,Miscellaneous Ducks
2011.00,PA,AF,PA,1412.00,222.00,0.00,0.00,0.00,24.00,33220.00,153.00,0.00,0.00,11.00,42.00,0.00,0.00,0.00,361.00,0.00,1826.00,24.00,0.00,0.00,21.00,30.00,11.00,6.00,6.00,0.00,634.00,0.00,327.00,160.00,0.00,0.00,0.00
2011.00,RI,AF,RI,1816.00,0.00,130.00,0.00,4585.00,2573.00,7867.00,2.00,2153.00,0.00,94.00,1278.00,0.00,0.00,0.00,0.00,0.00,1389.00,1460.00,0.00,0.00,1.00,0.00,0.00,6.00,0.00,0.00,4230.00,603.00,1649.00,0.00,0.00,0.00,0.00
2011.00,SC,AF,SC,103.00,24245.00,7063.00,2849.00,0.00,675.00,1831.00,532.00,0.00,0.00,20027.00,0.00,0.00,25788.00,0.00,412.00,0.00,5136.00,2683.00,0.00,665.00,11580.00,5983.00,206.00,19292.00,1144.00,0.00,3741.00,519.00,404.00,3000.00,0.00,2684.00,0.00
2011.00,VA,AF,VA,17288.00,7846.00,2042.00,0.00,9924.00,10978.00,105520.00,19135.00,0.00,0.00,11573.00,78.00,0.00,1099.00,0.00,7100.00,74.00,13082.00,1129.00,0.00,0.00,578.00,565.00,2600.00,6919.00,17262.00,0.00,4972.00,1183.00,8819.00,273.00,0.00,30.00,0.00
2011.00,VT,AF,VT,139.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,2194.00,0.00,0.00,0.00,0.00,0.00,198.00,2679.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00
2011.00,WV,AF,WV,789.00,39.00,0.00,0.00,0.00,32.00,6147.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,3933.00,204.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,41.00,0.00,0.00,15.00,0.00,20.00,0.00
2010.00,CT,AF,CT,3165.00,22.00,214.00,0.00,935.00,1069.00,4781.00,32.00,0.00,0.00,47.00,438.00,0.00,0.00,0.00,0.00,227.00,2520.00,929.00,0.00,0.00,0.00,0.00,0.00,88.00,15.00,0.00,784.00,269.00,735.00,0.00,0.00,0.00,0.00
2010.00,DE,AF,DE,11725.00,0.00,47.00,0.00,504.00,1263.00,48149.00,850.00,0.00,0.00,586.00,78.00,0.00,39.00,0.00,54080.00,21.00,9982.00,205.00,0.00,0.00,1993.00,513.00,0.00,90.00,286.00,0.00,1002.00,0.00,218.00,0.00,0.00,8.00,0.00
2010.00,FL,AF,FL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010.00,GA,AF,GA,10.00,27397.00,476.00,220.00,0.00,189.00,952.00,1823.00,0.00,0.00,429.00,0.00,0.00,1548.00,0.00,0.00,0.00,903.00,213.00,0.00,20.00,0.00,153.00,0.00,11765.00,29.00,0.00,5270.00,10.00,0.00,0.00,45.00,59.00,0.00
2010.00,MA,AF,MA,18599.00,0.00,0.00,0.00,1572.00,5790.00,8229.00,0.00,46097.00,0.00,0.00,1092.00,0.00,1.00,0.00,25.00,239.00,2452.00,8940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4273.00,5450.00,854.00,0.00,0.00,0.00,0.00
2010.00,MD,AF,MD,22467.00,200.00,252.00,0.00,1035.00,13724.00,519508.00,26419.00,0.00,0.00,2021.00,616.00,0.00,583.00,0.00,78532.00,161.00,34194.00,10618.00,0.00,0.00,489.00,61.00,3360.00,918.00,13441.00,0.00,43538.00,882.00,14280.00,0.00,0.00,0.00,0.00
2010.00,ME,AF,ME,15587.00,0.00,0.00,0.00,0.00,6558.00,3328.00,0.00,14970.00,0.00,0.00,7413.00,0.00,0.00,33.00,0.00,1209.00,2799.00,3030.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00,0.00,232.00,901.00,9.00,3.00,0.00,0.00,0.00
2010.00,NC,AF,NC,10012.00,8810.00,19265.00,13.00,1690.00,2394.00,21568.00,4918.00,0.00,0.00,23035.00,2.00,0.00,103294.00,0.00,47105.00,0.00,7404.00,873.00,0.00,0.00,45414.00,219.00,21965.00,22200.00,2962.00,0.00,9083.00,466.00,70273.00,20.00,0.00,127.00,0.00
2010.00,NH,AF,NH,996.00,0.00,0.00,0.00,0.00,135.00,1422.00,0.00,1001.00,0.00,0.00,180.00,0.00,0.00,0.00,0.00,0.00,459.00,21.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,1025.00,0.00,42.00,0.00,0.00,0.00,0.00
2010.00,NJ,AF,NJ,74705.00,50.00,345.00,0.00,55485.00,14895.00,152565.00,370.00,0.00,0.00,230.00,170.00,0.00,20.00,0.00,71495.00,655.00,13895.00,8125.00,0.00,0.00,1885.00,20.00,0.00,390.00,290.00,0.00,14610.00,240.00,2016.00,0.00,0.00,0.00,0.00
2010.00,NY,AF,NY,11825.00,0.00,20.00,0.00,65580.00,2000.00,2347.00,40.00,20.00,0.00,0.00,1632.00,0.00,0.00,0.00,3053.00,50.00,514.00,2747.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17550.00,0.00,66.00,0.00,0.00,0.00,0.00
2010.00,PA,AF,PA,1071.00,105.00,1.00,0.00,0.00,0.00,42201.00,0.00,0.00,0.00,3.00,16.00,0.00,0.00,0.00,411.00,0.00,960.00,273.00,0.00,0.00,0.00,0.00,69.00,4.00,0.00,0.00,9.00,0.00,126.00,21.00,0.00,1.00,0.00
2010.00,RI,AF,RI,1595.00,9.00,467.00,0.00,3509.00,2226.00,10002.00,0.00,1430.00,0.00,112.00,1510.00,0.00,0.00,30.00,0.00,0.00,2107.00,1402.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,8766.00,478.00,731.00,0.00,0.00,0.00,0.00
2010.00,SC,AF,SC,1233.00,19522.00,5664.00,2558.00,0.00,630.00,1167.00,684.00,0.00,0.00,17096.00,0.00,0.00,29266.00,0.00,603.00,0.00,2190.00,1480.00,0.00,0.00,12051.00,9129.00,34.00,22739.00,1727.00,0.00,9961.00,5418.00,319.00,13.00,10.00,857.00,0.00
2010.00,VA,AF,VA,29037.00,2053.00,4107.00,0.00,9040.00,13412.00,160508.00,11035.00,0.00,0.00,13945.00,15.00,0.00,2374.00,0.00,16280.00,60.00,21287.00,3006.00,0.00,0.00,1229.00,220.00,2614.00,11137.00,11928.00,0.00,5729.00,4306.00,6654.00,0.00,0.00,40.00,0.00
2010.00,VT,AF,VT,227.00,0.00,0.00,0.00,0.00,0.00,90.00,0.00,0.00,0.00,0.00,4890.00,0.00,0.00,0.00,0.00,0.00,388.00,5741.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010.00,WV,AF,WV,776.00,0.00,0.00,0.00,0.00,7.00,7789.00,47.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,1926.00,97.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,2.00,6.00,0.00,0.00,0.00
2009.00,CT,AF,CT,2872.00,10.00,206.00,0.00,1724.00,726.00,3467.00,136.00,5.00,0.00,63.00,802.00,0.00,0.00,0.00,15.00,120.00,1414.00,1789.00,0.00,0.00,0.00,0.00,0.00,139.00,67.00,0.00,1884.00,376.00,707.00,0.00,0.00,0.00,0.00
2009.00,DE,AF,DE,9372.00,0.00,416.00,0.00,219.00,472.00,47898.00,320.00,0.00,0.00,1201.00,0.00,0.00,520.00,0.00,144044.00,7.00,16063.00,82.00,0.00,0.00,3643.00,2660.00,0.00,20.00,457.00,0.00,0.00,0.00,241.00,0.00,0.00,0.00,0.00
2009.00,FL,AF,FL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2009.00,GA,AF,GA,8.00,24070.00,175.00,211.00,0.00,87.00,1377.00,5180.00,0.00,0.00,311.00,0.00,0.00,1083.00,0.00,0.00,0.00,715.00,259.00,0.00,34.00,38.00,358.00,1.00,14251.00,141.00,40.00,2658.00,0.00,0.00,20.00,1.00,76.00,0.00
2009.00,MA,AF,MA,19367.00,0.00,0.00,0.00,2162.00,10880.00,11933.00,0.00,69006.00,0.00,0.00,1453.00,0.00,0.00,0.00,0.00,1497.00,3476.00,4662.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,0.00,3641.00,13895.00,844.00,8.00,0.00,0.00,0.00
2009.00,MD,AF,MD,24881.00,1132.00,482.00,0.00,805.00,15929.00,498163.00,51319.00,0.00,0.00,2792.00,990.00,1.00,1378.00,0.00,61160.00,435.00,58331.00,8858.00,0.00,0.00,784.00,393.00,12418.00,1742.00,23576.00,0.00,51580.00,2929.00,14647.00,2188.00,0.00,0.00,0.00
2009.00,ME,AF,ME,12419.00,0.00,0.00,0.00,0.00,8818.00,2904.00,0.00,24582.00,0.00,0.00,7728.00,0.00,0.00,28.00,0.00,2040.00,1987.00,2147.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,0.00,441.00,1051.00,0.00,0.00,0.00,0.00,0.00
2009.00,NC,AF,NC,7730.00,14156.00,13369.00,2.00,2758.00,6113.00,20871.00,1174.00,0.00,0.00,11332.00,0.00,0.00,45827.00,0.00,38150.00,0.00,4761.00,2142.00,0.00,0.00,31306.00,1150.00,7872.00,32105.00,6480.00,0.00,116002.00,503.00,76788.00,10.00,0.00,51.00,0.00
2009.00,NH,AF,NH,905.00,0.00,0.00,0.00,0.00,160.00,1964.00,0.00,1121.00,0.00,0.00,75.00,0.00,0.00,0.00,0.00,0.00,429.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1592.00,151.00,32.00,0.00,0.00,0.00,0.00
2009.00,NJ,AF,NJ,78905.00,50.00,800.00,0.00,73935.00,18285.00,157720.00,1140.00,0.00,0.00,290.00,530.00,0.00,1510.00,0.00,136070.00,645.00,29110.00,10660.00,0.00,0.00,4930.00,200.00,10.00,600.00,4590.00,0.00,57570.00,10.00,2167.00,0.00,0.00,0.00,0.00
2009.00,NY,AF,NY,11930.00,0.00,110.00,0.00,57030.00,3492.00,3059.00,0.00,0.00,0.00,275.00,1643.00,0.00,0.00,0.00,1140.00,75.00,1527.00,3632.00,0.00,0.00,240.00,0.00,0.00,0.00,0.00,0.00,5080.00,0.00,121.00,0.00,0.00,0.00,0.00
2009.00,PA,AF,PA,1415.00,0.00,0.00,0.00,0.00,0.00,39969.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8001.00,0.00,2346.00,504.00,0.00,0.00,5.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,808.00,9.00,0.00,0.00,0.00
2009.00,RI,AF,RI,1344.00,10.00,300.00,0.00,1430.00,1758.00,7585.00,15.00,1075.00,0.00,16.00,765.00,0.00,6.00,20.00,0.00,10.00,1773.00,765.00,0.00,0.00,20.00,0.00,0.00,0.00,60.00,0.00,8000.00,510.00,892.00,0.00,0.00,0.00,0.00
2009.00,SC,AF,SC,1296.00,16977.00,3820.00,4500.00,0.00,855.00,1709.00,73.00,0.00,0.00,7981.00,0.00,0.00,33663.00,0.00,701.00,0.00,2765.00,3162.00,0.00,0.00,5400.00,7607.00,0.00,20243.00,792.00,0.00,9733.00,6587.00,579.00,0.00,6.00,1707.00,0.00
2009.00,VA,AF,VA,13953.00,3345.00,2830.00,0.00,11210.00,8486.00,114047.00,12214.00,0.00,0.00,8573.00,25.00,0.00,4059.00,0.00,21632.00,182.00,12664.00,5840.00,0.00,0.00,1832.00,710.00,1222.00,7251.00,25774.00,0.00,5179.00,3744.00,6704.00,0.00,0.00,36.00,0.00
2009.00,VT,AF,VT,189.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,2566.00,0.00,0.00,0.00,0.00,0.00,545.00,3120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,352.00,0.00,0.00,0.00,0.00,0.00,0.00
2009.00,WV,AF,WV,278.00,6.00,0.00,0.00,0.00,81.00,3275.00,35.00,0.00,0.00,40.00,0.00,0.00,6.00,0.00,0.00,0.00,1429.00,122.00,0.00,0.00,2.00,0.00,15.00,19.00,3.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00
2008.00,CT,AF,CT,2041.00,0.00,101.00,0.00,1214.00,647.00,2469.00,96.00,25.00,0.00,112.00,826.00,0.00,0.00,0.00,8.00,257.00,1205.00,1209.00,0.00,0.00,0.00,0.00,0.00,33.00,44.00,0.00,2880.00,196.00,811.00,0.00,0.00,0.00,0.00
2008.00,DE,AF,DE,8547.00,0.00,1002.00,0.00,1300.00,489.00,67795.00,1285.00,0.00,0.00,835.00,2.00,0.00,2478.00,0.00,91652.00,0.00,13105.00,90.00,0.00,0.00,5470.00,1119.00,0.00,50.00,223.00,0.00,2185.00,0.00,696.00,0.00,0.00,24.00,0.00
2008.00,FL,AF,FL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2008.00,GA,AF,GA,0.00,17826.00,348.00,718.00,0.00,161.00,793.00,2039.00,0.00,0.00,647.00,0.00,0.00,1890.00,0.00,0.00,0.00,659.00,318.00,0.00,40.00,20.00,85.00,0.00,11526.00,91.00,0.00,910.00,0.00,0.00,2.00,6.00,169.00,0.00
2008.00,MA,AF,MA,18491.00,0.00,0.00,0.00,2916.00,7853.00,12243.00,0.00,83461.00,0.00,0.00,5258.00,0.00,25.00,1.00,0.00,383.00,5903.00,4203.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00,0.00,4732.00,24000.00,722.00,51.00,0.00,0.00,0.00
2008.00,MD,AF,MD,22952.00,3451.00,752.00,0.00,1400.00,18413.00,373057.00,40092.00,0.00,0.00,2987.00,756.00,0.00,4556.00,0.00,107996.00,362.00,55507.00,4290.00,0.00,0.00,1963.00,598.00,11871.00,2133.00,19724.00,0.00,139959.00,2987.00,12586.00,250.00,0.00,7.00,0.00
2008.00,ME,AF,ME,19099.00,0.00,0.00,0.00,6.00,8687.00,4487.00,0.00,20606.00,0.00,0.00,6031.00,0.00,0.00,10.00,0.00,1754.00,2142.00,4323.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.00,1147.00,0.00,134.00,0.00,0.00,0.00
2008.00,NC,AF,NC,8551.00,10460.00,16518.00,0.00,1460.00,2491.00,16517.00,2538.00,0.00,0.00,5857.00,0.00,0.00,29993.00,0.00,37655.00,0.00,9777.00,2969.00,0.00,0.00,43813.00,163.00,14760.00,13295.00,18835.00,0.00,35029.00,0.00,69023.00,551.00,0.00,33.00,0.00
2008.00,NH,AF,NH,265.00,0.00,0.00,0.00,0.00,0.00,4203.00,0.00,129.00,0.00,0.00,77.00,0.00,0.00,0.00,0.00,0.00,125.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1800.00,0.00,40.00,0.00,0.00,0.00,0.00
2008.00,NJ,AF,NJ,136520.00,140.00,1320.00,0.00,88190.00,26975.00,144400.00,1210.00,0.00,0.00,750.00,345.00,0.00,6150.00,0.00,139310.00,845.00,35725.00,22765.00,0.00,0.00,5570.00,200.00,50.00,1590.00,2450.00,0.00,76930.00,200.00,2578.00,0.00,0.00,0.00,0.00
2008.00,NY,AF,NY,15060.00,0.00,70.00,0.00,56115.00,6270.00,3408.00,0.00,0.00,0.00,60.00,2831.00,0.00,20.00,0.00,1380.00,20.00,746.00,3947.00,0.00,0.00,100.00,0.00,0.00,0.00,225.00,0.00,16120.00,0.00,383.00,0.00,0.00,0.00,0.00
2008.00,PA,AF,PA,1660.00,100.00,1.00,0.00,0.00,52.00,36457.00,1.00,0.00,0.00,2.00,26.00,0.00,2.00,0.00,13402.00,0.00,2842.00,2277.00,0.00,0.00,6.00,5.00,0.00,27.00,0.00,0.00,290.00,0.00,1199.00,29.00,0.00,0.00,0.00
2008.00,RI,AF,RI,1757.00,140.00,210.00,0.00,1257.00,1387.00,6825.00,4.00,710.00,0.00,35.00,1590.00,0.00,0.00,100.00,0.00,0.00,1110.00,1462.00,0.00,0.00,0.00,0.00,0.00,20.00,75.00,0.00,7285.00,170.00,944.00,0.00,0.00,0.00,0.00
2008.00,SC,AF,SC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2008.00,VA,AF,VA,15355.00,2144.00,4283.00,0.00,7760.00,14371.00,109882.00,16717.00,0.00,0.00,6154.00,25.00,0.00,7658.00,0.00,15780.00,268.00,14644.00,2472.00,0.00,0.00,2158.00,260.00,968.00,17077.00,26203.00,0.00,15664.00,5626.00,7113.00,0.00,0.00,92.00,0.00
2008.00,VT,AF,VT,6.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2495.00,0.00,0.00,0.00,0.00,0.00,45.00,1235.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2008.00,WV,AF,WV,322.00,0.00,2.00,0.00,0.00,24.00,3466.00,0.00,0.00,0.00,20.00,0.00,0.00,2.00,0.00,3.00,0.00,1174.00,108.00,0.00,0.00,0.00,0.00,0.00,56.00,0.00,0.00,3.00,0.00,4.00,0.00,0.00,3.00,0.00
2007.00,CT,AF,CT,1141.00,0.00,0.00,0.00,1328.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2007.00,DE,AF,DE,4984.00,0.00,170.00,0.00,1378.00,20.00,57005.00,500.00,0.00,0.00,2100.00,717.00,0.00,2293.00,0.00,193123.00,0.00,11966.00,127.00,0.00,0.00,7071.00,3155.00,,2525.00,796.00,0.00,600.00,0.00,668.00,0.00,0.00,0.00,0.00
2007.00,GA,AF,GA,0.00,44735.00,348.00,355.00,0.00,106.00,698.00,1777.00,0.00,0.00,364.00,0.00,0.00,1279.00,0.00,0.00,0.00,745.00,182.00,0.00,37.00,1.00,195.00,12.00,4736.00,33.00,0.00,751.00,0.00,0.00,0.00,0.00,139.00,0.00
2007.00,MA,AF,MA,20886.00,0.00,0.00,0.00,2018.00,8958.00,12452.00,0.00,41744.00,0.00,0.00,1915.00,0.00,0.00,0.00,0.00,279.00,5468.00,8768.00,0.00,0.00,2.00,0.00,0.00,0.00,,0.00,2721.00,9491.00,710.00,0.00,0.00,0.00,0.00
2007.00,MD,AF,MD,13825.00,1395.00,407.00,0.00,505.00,11955.00,285659.00,13683.00,0.00,0.00,1391.00,708.00,0.00,3284.00,0.00,46580.00,468.00,39681.00,1698.00,0.00,0.00,535.00,95.00,1058.00,893.00,19832.00,0.00,25657.00,2178.00,9397.00,0.00,0.00,16.00,0.00
2007.00,ME,AF,ME,20303.00,0.00,0.00,0.00,0.00,8629.00,3961.00,0.00,18041.00,0.00,0.00,4408.00,0.00,0.00,7.00,0.00,3272.00,2960.00,5238.00,0.00,0.00,1.00,0.00,0.00,1.00,134.00,0.00,72.00,1809.00,0.00,20.00,0.00,0.00,0.00
2007.00,NC,AF,NC,7199.00,47144.00,9754.00,8.00,1874.00,4248.00,13179.00,1242.00,0.00,0.00,4145.00,4.00,0.00,108624.00,0.00,52101.00,0.00,4029.00,843.00,0.00,0.00,67920.00,786.00,18050.00,35196.00,11549.00,0.00,22194.00,479.00,72653.00,14.00,0.00,80.00,0.00
2007.00,NH,AF,NH,275.00,0.00,0.00,0.00,0.00,25.00,2473.00,0.00,189.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,390.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00,0.00
2007.00,NJ,AF,NJ,88750.00,190.00,1450.00,0.00,67305.00,22665.00,116160.00,620.00,70.00,0.00,805.00,190.00,0.00,11485.00,0.00,139875.00,285.00,23155.00,13685.00,0.00,0.00,3820.00,390.00,0.00,380.00,2915.00,0.00,26310.00,155.00,2377.00,0.00,0.00,0.00,0.00
2007.00,NY,AF,NY,14555.00,0.00,1300.00,0.00,65745.00,11420.00,6750.00,140.00,0.00,0.00,500.00,10.00,0.00,550.00,0.00,1700.00,175.00,565.00,7630.00,0.00,0.00,670.00,0.00,0.00,0.00,550.00,0.00,25015.00,0.00,1038.00,0.00,0.00,0.00,0.00
2007.00,PA,AF,PA,826.00,552.00,0.00,0.00,0.00,214.00,34341.00,0.00,0.00,0.00,29.00,29.00,0.00,13.00,0.00,20846.00,0.00,2228.00,1943.00,0.00,0.00,0.00,32.00,0.00,0.00,9.00,0.00,80.00,0.00,381.00,219.00,0.00,0.00,0.00
2007.00,RI,AF,RI,1543.00,10.00,135.00,0.00,1500.00,1120.00,5569.00,10.00,920.00,0.00,11.00,450.00,0.00,0.00,20.00,0.00,15.00,724.00,1159.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7060.00,140.00,1002.00,0.00,0.00,0.00,0.00
2007.00,SC,AF,SC,545.00,8339.00,1070.00,1531.00,0.00,400.00,1454.00,7.00,0.00,0.00,4155.00,0.00,0.00,11951.00,0.00,406.00,0.00,2235.00,546.00,0.00,0.00,5124.00,3373.00,25.00,17626.00,86.00,0.00,243.00,9.00,379.00,344.00,0.00,3633.00,0.00
2007.00,VA,AF,VA,13114.00,5330.00,3243.00,0.00,8906.00,14096.00,116684.00,11594.00,0.00,0.00,8281.00,20.00,0.00,5692.00,0.00,35950.00,105.00,9137.00,3984.00,0.00,0.00,2353.00,2195.00,280.00,9628.00,25895.00,0.00,3040.00,2537.00,5474.00,3.00,0.00,0.00,0.00
2007.00,WV,AF,WV,125.00,150.00,2.00,0.00,0.00,14.00,5572.00,0.00,0.00,0.00,87.00,15.00,0.00,28.00,0.00,0.00,0.00,1775.00,81.00,0.00,0.00,12.00,0.00,0.00,29.00,2.00,0.00,4.00,0.00,1.00,26.00,0.00,0.00,0.00
2006.00,CT,AF,CT,1983.00,0.00,126.00,0.00,1002.00,737.00,3025.00,70.00,0.00,0.00,20.00,634.00,0.00,0.00,0.00,0.00,99.00,924.00,1923.00,0.00,0.00,0.00,0.00,0.00,69.00,100.00,0.00,4183.00,50.00,853.00,0.00,0.00,0.00,0.00
2006.00,DE,AF,DE,8254.00,0.00,85.00,0.00,2145.00,381.00,117657.00,0.00,0.00,0.00,1121.00,0.00,0.00,1340.00,0.00,155048.00,0.00,10126.00,222.00,0.00,0.00,7359.00,752.00,0.00,1845.00,535.00,0.00,51.00,0.00,338.00,0.00,0.00,14.00,0.00
2006.00,GA,AF,GA,29.00,89514.00,592.00,1080.00,0.00,274.00,1002.00,2698.00,0.00,0.00,462.00,0.00,0.00,2207.00,0.00,0.00,0.00,810.00,275.00,0.00,14.00,0.00,393.00,7.00,4833.00,125.00,0.00,3920.00,30.00,1.00,29.00,0.00,125.00,0.00
2006.00,MA,AF,MA,17465.00,0.00,16.00,0.00,1760.00,6883.00,10858.00,0.00,48718.00,0.00,0.00,7883.00,0.00,0.00,39.00,5.00,730.00,4249.00,4931.00,0.00,0.00,95.00,0.00,0.00,0.00,6.00,0.00,3247.00,3385.00,622.00,20.00,0.00,0.00,0.00
2006.00,MD,AF,MD,13279.00,140.00,305.00,0.00,2353.00,11768.00,305373.00,33759.00,0.00,0.00,1248.00,725.00,0.00,397.00,0.00,49150.00,744.00,32525.00,7003.00,0.00,0.00,2546.00,18.00,1841.00,460.00,12117.00,0.00,79491.00,9975.00,11828.00,154.00,0.00,0.00,0.00
2006.00,ME,AF,ME,16631.00,0.00,1.00,0.00,0.00,6770.00,3338.00,0.00,34041.00,0.00,0.00,5982.00,0.00,2.00,30.00,0.00,2865.00,4025.00,4114.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,73.00,4351.00,1.00,0.00,0.00,0.00,0.00
2006.00,NC,AF,NC,4757.00,22625.00,12619.00,0.00,368.00,5153.00,14228.00,843.00,0.00,0.00,5196.00,0.00,0.00,40640.00,0.00,53538.00,0.00,3471.00,6133.00,0.00,0.00,32443.00,834.00,12724.00,12310.00,9147.00,0.00,22916.00,1002.00,54064.00,106.00,0.00,61.00,0.00
2006.00,NH,AF,NH,408.00,0.00,0.00,0.00,0.00,41.00,3413.00,0.00,841.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,50.00,538.00,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1500.00,85.00,41.00,0.00,0.00,0.00,0.00
2006.00,NJ,AF,NJ,91270.00,80.00,1555.00,0.00,63815.00,12230.00,160185.00,2745.00,100.00,0.00,1535.00,65.00,0.00,475.00,0.00,102050.00,915.00,26970.00,19580.00,0.00,0.00,2565.00,115.00,100.00,580.00,1810.00,0.00,51520.00,11360.00,2663.00,0.00,0.00,0.00,0.00
2006.00,NY,AF,NY,11127.00,162.00,121.00,0.00,60324.00,8528.00,93205.00,2005.00,469.00,0.00,15.00,3661.00,0.00,0.00,0.00,1060.00,5330.00,11324.00,16030.00,0.00,0.00,6.00,0.00,21952.00,0.00,285.00,0.00,70138.00,8838.00,1985.00,10.00,0.00,0.00,0.00
2006.00,PA,AF,PA,1825.00,200.00,1.00,0.00,0.00,33.00,42479.00,0.00,0.00,0.00,5.00,159.00,0.00,12.00,0.00,10314.00,0.00,2506.00,786.00,0.00,0.00,10.00,1.00,0.00,0.00,0.00,0.00,302.00,0.00,2483.00,31.00,0.00,0.00,0.00
2006.00,RI,AF,RI,3776.00,2.00,230.00,0.00,1750.00,816.00,10045.00,45.00,14100.00,0.00,28.00,265.00,0.00,0.00,0.00,40.00,26.00,1879.00,668.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7010.00,3600.00,1382.00,0.00,0.00,0.00,0.00
2006.00,SC,AF,SC,998.00,32909.00,1852.00,1926.00,0.00,379.00,1469.00,1067.00,0.00,0.00,6020.00,0.00,0.00,17123.00,0.00,649.00,0.00,2275.00,348.00,0.00,0.00,24179.00,4321.00,41.00,20293.00,1031.00,0.00,566.00,0.00,398.00,165.00,0.00,1708.00,0.00
2006.00,VA,AF,VA,18385.00,730.00,5117.00,0.00,13122.00,11294.00,110376.00,14534.00,0.00,0.00,11050.00,146.00,0.00,3377.00,0.00,12871.00,317.00,12336.00,4139.00,0.00,0.00,1727.00,1557.00,1480.00,6248.00,14962.00,0.00,3882.00,6560.00,5654.00,0.00,0.00,35.00,0.00
